molecule,atom_index_1,atom_index_2,bond_index,pred_bde
CC1=CC(=CC=C1)C,7,16,16,89.76863
CC1=CC(=CC=C1)C,7,17,17,89.76863
CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,7,8,7,58.058342
CC1=CC2=C(C=C1)C=C(C=C2)C,11,23,24,89.62371
CC1=CC2=C(C=C1)C=C(C=C2)C,11,21,22,89.62371
CC1=CC2=C(C=C1)C=C(C=C2)C,0,14,15,89.62371
CC1=CC2=C(C=C1)C=C(C=C2)C,11,22,23,89.62371
CC1=CC2=C(C=C1)C=C(C=C2)C,0,12,13,89.62371
CC1=CC2=C(C=C1)C=C(C=C2)C,0,13,14,89.62371
CC1=CC2=CC=CC=C2C=C1,0,13,14,89.62371
CC1=CC2=CC=CC=C2C=C1,0,11,12,89.62371
CC1=CC2=CC=CC=C2C=C1,0,12,13,89.62371
CC1=CC=C(C=C1)C(C)C,7,9,8,76.502174
CC1=CC=C(C=C1)C(C)C,7,8,7,76.502174
CC1=CC=C(C=C1)OC,7,8,7,67.50444
CC1=CC=C(O1)C,0,7,7,86.02018
CC1=CC=C(O1)C,0,8,8,86.02018
CC1=CC=C(O1)C,0,9,9,86.02018
CC1=CC=C(O1)C,6,12,12,86.02018
CC1=CC=C(O1)C,6,13,13,86.02018
CC1=CC=C(O1)C,6,14,14,86.02018
CC1=CC=C(O1)C(C2=CC=C(O2)C)C3=CC=C(O3)C,6,24,26,68.64445
CC1=CC=C(O1)C(C2=CC=CO2)C3=CC=C(O3)C,6,23,25,68.32098
CC1=CC=CC2=CC=CC=C12,0,13,14,88.983025
CC1=CC=CC2=CC=CC=C12,0,11,12,88.983025
CC1=CC=CC2=CC=CC=C12,0,12,13,88.983025
CC1=CC=CC=C1,0,7,7,89.785805
CC1=CC=CC=C1,0,8,8,89.785805
CC1=CC=CC=C1,0,9,9,89.785805
CC1=CC=CC=C1C,0,8,8,89.80981
CC1=CC=CC=C1C,7,15,15,89.80981
CC1=CC=CC=C1C,0,10,10,89.80981
CC1=CC=CC=C1C,0,9,9,89.80981
CC1=CC=CC=C1C,7,16,16,89.80981
CC1=CC=CC=C1C,7,17,17,89.80981
CC1=CCC(=C(C)CCC=C(C)C)CC1,7,8,7,58.058342
CC1=CCC(=CC1)C(C)C,3,15,15,75.07581
CC1=CCC(=CC1)C(C)C,3,14,14,75.07581
CC1=CCC(CC1)C(=C)C,3,4,3,60.960766
CC1=CCC2C(C1)C2(C)C,3,15,16,80.71789
CC1=CCC2C(C1)C2(C)C,3,14,15,80.71789
CC1=CCC2CC1C2(C)C,3,4,3,77.16926
CC1=CCCC(=C)C2CC(C2CC1)(C)C,3,4,3,60.14922
CC1=CCCCC1,3,4,3,73.880035
CC1CC(=O)CC(C1)(C)C,5,6,5,79.37946
CC1CC(C(C1)(C)C)C,3,4,3,79.199104
CC1CC(CC(C1)C)C,1,2,1,87.685
CC1CC(CC(C1)C)C,3,4,3,87.685
CC1CC(CC(C1)C)C,4,5,4,87.685
CC1CC(CC(C1)C)C,6,1,8,87.685
CC1CCC(C(=O)C1)C(C)C,4,8,7,77.76739
CC1CCC(C(C1)C)C,4,5,4,83.652596
CC1CCC(C(C1)OC(=O)C)C(C)C,4,11,10,84.32737
CC1CCC2CC1C2(C)C,1,2,1,84.28935
CC1CCC=CC1,6,1,6,73.79564
CC1CCCC(C1)C,1,2,1,86.60259
CC1CCCC(C1)C,4,5,4,86.60259
CC1CCCC(C2CC(C2CC1)(C)C)C,11,1,14,83.86611
CC1CCCC1,1,2,1,84.65687
CC1CCCC1,5,1,5,84.65687
CC1CCCC=C1,1,2,1,71.82351
CC1CCCCC1,0,1,0,84.205345
CC1CCCCC1(C)C,6,1,8,81.67208
CC1CCCCC1C,6,1,7,83.03019
CC1CCCO1,5,1,5,82.67319
CC1CCOC(C1)C=C(C)C,4,5,4,71.01463
CC1COC(O1)CC(C)C,1,2,1,84.352135
CC=CC=CC(=O)OC,0,9,8,81.10842
CC=CC=CC(=O)OC,0,11,10,81.10842
CC=CC=CC(=O)OC,0,10,9,81.10842
CCC(=CCCCCCCC=C(CC)CC)CC,4,5,4,72.54696
CCC(=CCCCCCCC=C(CC)CC)CC,8,9,8,72.54696
CCC(=O)C,1,2,1,83.73682
CCC(=O)CC,1,2,1,84.297646
CCC(=O)CC,2,4,3,84.297646
CCC(C)(C)C,1,2,1,83.98504
CCC(C)(C)C(C)C,2,5,4,80.07599
CCC(C)(C)O,1,2,1,83.382515
CCC(C)(CCCC(C)C)O,1,2,1,83.24112
CCC(C)(CCCC(C)CCCC(C)C)O,1,2,1,83.24112
CCC(C)C(C)(C)C,2,4,3,78.9489
CCC(C)C(C)C,2,4,3,82.39808
CCC(C)C(C)CC,2,4,3,82.327354
CCC(C)C1=CC=CC=C1,1,2,1,75.178116
CCC(C)C1CCCC2C1CCCC2,9,4,13,81.093414
CCC(C)CC,1,2,1,84.99749
CCC(C)CC,2,4,3,84.99749
CCC(C)CC(C)C,1,2,1,84.63773
CCC(C)CCCC(C)C,1,2,1,84.86953
CCC(C)CCCC(C)CCCC(C)C,7,9,8,84.82119
CCC(C)CO,2,4,3,84.041725
CCC(C)O,1,2,1,84.68768
CCC(C)OC,1,2,1,84.04426
CCC(C)OC(C)CC,1,2,1,84.195
CCC(CC(C)C)C(CC)CC(C)C,2,7,6,80.443954
CCC(CC)(CC)CC,1,2,1,82.52833
CCC(CC)(CC)CC,2,3,2,82.52833
CCC(CC)(CC)CC,2,5,4,82.52833
CCC(CC)(CC)CC,2,7,6,82.52833
CCC(CC)C(C)C,2,5,4,81.42821
CCC(CC)C1OC(C)C(C)O1,7,9,8,81.7947
CCC(CC)CC,1,2,1,84.52871
CCC(CC)CC,2,3,2,84.52871
CCC(CC)CC,2,5,4,84.52871
CCC(CC)COCC(CC)CC,7,8,7,84.38865
CCC(O)OCCCOC,8,9,8,85.647675
CCC/C=C\CCC,1,2,1,73.91416
CCC/C=C\CCC,5,6,5,73.91416
CCC1=CC(=C(C=C1)O)OC,9,10,9,59.514034
CCC1=CC(=CC(=C1)CC)CC,0,1,0,78.821144
CCC1=CC(=CC(=C1)CC)CC,10,11,10,78.821144
CCC1=CC(=CC(=C1)CC)CC,8,9,8,78.821144
CCC1=CC(=CC=C1)CC,0,1,0,78.758644
CCC1=CC(=CC=C1)CC,8,9,8,78.758644
CCC1=CC=CO1,0,1,0,75.620995
CCC1C2CC3CC(C2)CC1C3,1,2,1,86.91261
CCC1CCCCC1,1,2,1,83.663536
CCC1CCCO1,6,2,6,84.01277
CCC1OCC(O1)C,4,5,4,84.60286
CCC=CCC(=O)OC,0,1,0,75.44837
CCC=CCC=CCC=CCCCCCCCC(=O)O,10,11,10,74.04171
CCC=CCC=CCC=CCCCCCCCC(=O)OC,10,11,10,74.04171
CCC=CCC=CCC=CCCCCCCCC(=O)OCC,10,11,10,74.04171
CCC=CCC=CCC=CCCCCCCCCO,10,11,10,74.04171
CCCC,1,2,1,87.21352
CCCC(=O)CCC,1,2,1,82.87693
CCCC(=O)CCC,5,6,5,82.87693
CCCC(=O)OC,1,2,1,85.18331
CCCC(=O)OC(COC(=O)CCC)COC(=O)CCC,18,19,18,85.139046
CCCC(=O)OC(COC(=O)CCC)COC(=O)CCC,11,12,11,85.139046
CCCC(C)(C)C,2,3,2,84.0575
CCCC(C)(CCC)C1CCCC2CCCCC12,3,8,7,78.41045
CCCC(C)(CCC)c1ccc2ccccc2c1,2,3,2,73.97317
CCCC(C)(CCC)c1ccc2ccccc2c1,3,5,4,73.97317
CCCC(C)C,2,3,2,85.73536
CCCC(C)C(=O)C,2,3,2,77.708206
CCCC(C)C(=O)CC,2,3,2,77.79558
CCCC(C)C(C)O,3,5,4,81.87554
CCCC(C)C(CC)O,3,5,4,82.044304
CCCC(C)C=C(C)C,2,3,2,72.434525
CCCC(C)CC,3,5,4,84.891914
CCCC(C)CCCC(C)CCCC(C)C,8,10,9,84.82119
CCCC(CC(=O)OC)O,3,4,3,84.33361
CCCC(CC)C(CC)CCC,3,6,5,80.45933
CCCC(CCCC)=CCCCCCCC,9,10,9,72.50277
CCCC(O)CCC,2,3,2,85.048164
CCCC(O)CCC,3,5,4,85.048164
CCCC/C=C/CC,2,3,2,74.023285
CCCC/C=C\C,2,3,2,73.97777
CCCC/C=C\CC,2,3,2,74.023285
CCCC12CC3CC(C1)CC(C3)C2,12,3,13,86.26451
CCCC1=CC(=C(C=C1)O)OC,10,11,10,59.514034
CCCC1=CC2=C(CCCC2)C=C1,1,2,1,76.86965
CCCC1=CC=C(C=C1)O,1,2,1,76.7647
CCCC1=CC=C(C=C1)OC,9,10,9,67.50444
CCCC1=CC=CC=C1,1,2,1,77.16157
CCCC1C2CC3CC(C2)CC1C3,1,2,1,86.05958
CCCC1CCCC1,2,3,2,84.07647
CCCC1CCCC2=CC=CC=C12,3,4,3,75.69777
CCCC1CCCC2CCCCC12,12,3,12,81.85259
CCCC1CCCCC1,2,3,2,86.23021
CCCC1OC(C)C(C)O1,5,7,6,82.01872
CCCC=C(CCCC)CCCCCCC,1,2,1,72.16282
CCCC=C1C2CC3CC(C2)CC1C3,1,2,1,72.253685
CCCC=O,1,2,1,81.70309
CCCCC,1,2,1,87.52226
CCCCC,2,3,2,87.52226
CCCCC(=O)CCCC,2,3,2,83.26549
CCCCC(=O)CCCC,6,7,6,83.26549
CCCCC(=O)OC,2,3,2,85.333595
CCCCC(=O)OC.CCCCC(=O)OC,2,3,2,85.333595
CCCCC(=O)OC.CCCCC(=O)OC,10,11,9,85.333595
CCCCC(=O)OCC,2,3,2,85.288185
CCCCC(=O)OCCC,2,3,2,85.28713
CCCCC(=O)OCCCC,2,3,2,85.28713
CCCCC(C)(C)C,3,4,3,83.93226
CCCCC(C)(C)c1ccc2ccccc2c1,3,4,3,73.51537
CCCCC(C)(CCCC)c1ccc2ccccc2c1,3,4,3,73.948784
CCCCC(C)(CCCC)c1ccc2ccccc2c1,4,6,5,73.948784
CCCCC(C)C,3,4,3,85.60947
CCCCC(C)C(=O)C,3,4,3,77.60606
CCCCC(C)CC,4,6,5,84.91763
CCCCC(CC)C1OC(C)C(C)O1,9,11,10,81.7947
CCCCC(CC)CO,4,7,6,83.536934
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,17,18,17,85.12304
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,11,12,11,85.12304
CCCCC(CC)COCCCC,4,7,6,84.23817
CCCCC(CCCC)C(CCCC)CCCC,4,9,8,80.346016
CCCCC(CCCC)CCCC,4,9,8,84.7732
CCCCC(CCCC)CCCC,3,4,3,84.7732
CCCCC(CCCC)CCCC,4,5,4,84.7732
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,24,25,23,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,3,4,3,74.01417
CCCCC/C=C\C=C\C(=O)OCC,3,4,3,68.393654
CCCCC12CC3CC(C1)CC(C3)C2,4,5,4,86.22259
CCCCC12CC3CC(C1)CC(C3)C2,9,4,13,86.22259
CCCCC12CC3CC(C1)CC(C3)C2,13,4,14,86.22259
CCCCC1=CC=C(C=C1)CCCC,2,3,2,77.18372
CCCCC1=CC=C(C=C1)CCCC,10,11,10,77.18372
CCCCC1=CC=CC=C1,2,3,2,77.56369
CCCCC1=CC=CO1,2,3,2,73.94242
CCCCC1C(CC(=O)O1)C,4,5,4,85.11189
CCCCC1CCCC2=CC=CC=C12,4,5,4,75.73
CCCCC1CCCC2CCCCC12,13,4,13,81.94921
CCCCC1CCCCC(=O)O1,11,4,11,84.978806
CCCCC1CCCCC1,3,4,3,86.157036
CCCCC1CCCO1,8,4,8,83.8939
CCCCC=CC,2,3,2,73.97777
CCCCC=CCC,2,3,2,74.023285
CCCCC=O,2,3,2,82.07354
CCCCCC,1,2,1,87.434654
CCCCCC,3,4,3,87.434654
CCCCCC#C,3,4,3,78.32676
CCCCCC(=O)C,3,4,3,83.06259
CCCCCC(=O)CC,3,4,3,83.19686
CCCCCC(=O)CCC,7,8,7,82.87234
CCCCCC(=O)CCCCC,3,4,3,83.156845
CCCCCC(=O)CCCCC,7,8,7,83.156845
CCCCCC(=O)OCCC,3,4,3,85.14841
CCCCCC(=O)OCCCC,3,4,3,85.14841
CCCCCC(C)(C)C,4,5,4,83.874214
CCCCCC(C)C,4,5,4,85.57477
CCCCCC(C)O,4,5,4,84.91476
CCCCCC(CCC)O,4,5,4,84.98542
CCCCCC(O)CC,5,7,6,84.623604
CCCCCC/C(=C(\C)/CCC=C(C)C)/C,9,10,9,58.070778
CCCCCC/C=C(/CCC)\CCCCCCC,4,5,4,72.5387
CCCCCC/C=C\CCCCCCCCCC(=O)OC,8,9,8,73.99439
CCCCCC12CC3CC(C1)CC(C3)C2,5,6,5,86.24049
CCCCCC12CC3CC(C1)CC(C3)C2,10,5,14,86.24049
CCCCCC12CC3CC(C1)CC(C3)C2,14,5,15,86.24049
CCCCCC1=CC=CC=C1,3,4,3,77.52581
CCCCCC1OC(C)C(C)O1,7,9,8,82.01872
CCCCCC=C,3,4,3,74.30843
CCCCCC=CC,3,4,3,73.88622
