molecule,atom_index_1,atom_index_2,bond_index,pred_bde
CCCCC(C)(CCCC)c1ccc2ccccc2c1,4,6,5,73.948784
CCCCC(C)(CCCC)c1ccc2ccccc2c1,4,5,4,76.111946
CCCCC(C)(CCCC)c1ccc2ccccc2c1,1,2,1,86.48254
CCCCC(C)(CCCC)c1ccc2ccccc2c1,7,8,7,86.48254
CCCCC(C)C,3,4,3,85.60947
CCCCC(C)C,1,2,1,86.720604
CCCCC(C)C,4,5,4,87.32591
CCCCC(C)C,4,6,5,87.32591
CCCCC(C)C(=O)C,3,4,3,77.60606
CCCCC(C)C(=O)C,4,5,4,79.25153
CCCCC(C)C(=O)C,4,6,5,81.1636
CCCCC(C)CC,4,6,5,84.91763
CCCCC(C)CC,3,4,3,85.14825
CCCCC(C)CC,1,2,1,86.5946
CCCCC(CC)C1OC(C)C(C)O1,9,11,10,81.7947
CCCCC(CC)C1OC(C)C(C)O1,4,7,6,83.7313
CCCCC(CC)C1OC(C)C(C)O1,8,9,8,84.185135
CCCCC(CC)C1OC(C)C(C)O1,11,13,12,84.185135
CCCCC(CC)CO,4,7,6,83.536934
CCCCC(CC)CO,4,5,4,85.76892
CCCCC(CC)CO,3,4,3,86.05949
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,17,18,17,85.12304
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,11,12,11,85.12304
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,23,24,23,86.293816
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,4,5,4,86.29382
CCCCC(CC)COCCCC,4,7,6,84.23817
CCCCC(CC)COCCCC,9,10,9,85.64075
CCCCC(CC)COCCCC,1,2,1,86.71192
CCCCC(CCCC)C(CCCC)CCCC,4,9,8,80.346016
CCCCC(CCCC)C(CCCC)CCCC,3,4,3,82.20867
CCCCC(CCCC)C(CCCC)CCCC,4,5,4,82.20867
CCCCC(CCCC)C(CCCC)CCCC,9,10,9,82.20867
CCCCC(CCCC)C(CCCC)CCCC,9,14,13,82.20867
CCCCC(CCCC)C(CCCC)CCCC,2,3,2,85.80956
CCCCC(CCCC)C(CCCC)CCCC,5,6,5,85.80956
CCCCC(CCCC)CCCC,4,9,8,84.7732
CCCCC(CCCC)CCCC,3,4,3,84.7732
CCCCC(CCCC)CCCC,4,5,4,84.7732
CCCCC(CCCC)CCCC,1,2,1,86.45425
CCCCC(CCCC)CCCC,6,7,6,86.45425
CCCCC(CCCC)CCCC,10,11,10,86.45425
CCCCC(CCCC)CCCC,2,3,2,86.48676
CCCCC(CCCC)CCCC,5,6,5,86.48676
CCCCC(CCCC)CCCC,9,10,9,86.48676
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,10,11,10,74.04171
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,7,34,33,74.099556
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,7,35,34,74.099556
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,13,45,44,74.151634
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,7,36,35,74.151634
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,7,37,36,74.151634
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,13,44,43,74.151634
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,10,40,39,74.20374
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,10,41,40,74.20374
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,10,39,38,74.151634
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,7,34,33,74.151634
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,7,35,34,74.151634
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,10,38,37,74.151634
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,13,14,13,74.50353
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,10,11,10,74.04171
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,7,33,32,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,7,34,33,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,10,11,10,74.04171
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,7,34,33,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,7,35,34,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,24,25,23,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,31,32,30,74.04171
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,10,11,10,74.04171
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,7,55,53,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,28,90,88,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,28,89,87,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,7,56,54,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,10,11,10,74.04171
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,7,35,34,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,7,36,35,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCC,10,11,10,74.04171
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCC,7,36,35,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCC,7,37,36,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,3,4,3,74.01417
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,10,11,10,74.04171
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,7,37,36,74.099556
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,7,38,37,74.099556
CCCCC/C=C\C=C\C(=O)OCC,3,4,3,68.393654
CCCCC/C=C\C=C\C(=O)OCC,4,24,23,78.061165
CCCCC/C=C\C=C\C(=O)OCC,4,23,22,78.061165
CCCCC/C=C\C=C\C(=O)OCC,1,2,1,87.37235
CCCCC12CC3CC(C1)CC(C3)C2,4,5,4,86.22259
CCCCC12CC3CC(C1)CC(C3)C2,9,4,13,86.22259
CCCCC12CC3CC(C1)CC(C3)C2,13,4,14,86.22259
CCCCC12CC3CC(C1)CC(C3)C2,1,2,1,86.64367
CCCCC12CC3CC(C1)CC(C3)C2,2,3,2,87.230156
CCCCC1=CC=C(C=C1)CCCC,2,3,2,77.18372
CCCCC1=CC=C(C=C1)CCCC,10,11,10,77.18372
CCCCC1=CC=C(C=C1)CCCC,10,28,28,87.47751
CCCCC1=CC=C(C=C1)CCCC,10,27,27,87.47751
CCCCC1=CC=C(C=C1)CCCC,3,22,22,87.477516
CCCCC1=CC=C(C=C1)CCCC,3,21,21,87.477516
CCCCC1=CC=CC=C1,2,3,2,77.56369
CCCCC1=CC=CC=C1,1,2,1,87.760124
CCCCC1=CC=CC=C1,3,18,18,87.7919
CCCCC1=CC=CC=C1,3,17,17,87.7919
CCCCC1=CC=CO1,2,3,2,73.94242
CCCCC1=CC=CO1,3,17,17,84.246544
CCCCC1=CC=CO1,3,16,16,84.246544
CCCCC1=CC=CO1,1,2,1,88.13795
CCCCC1C(CC(=O)O1)C,4,5,4,85.11189
CCCCC1C(CC(=O)O1)C,5,6,5,86.38581
CCCCC1C(CC(=O)O1)C,1,2,1,87.34229
CCCCC1CCCC2=CC=CC=C12,4,5,4,75.73
CCCCC1CCCC2=CC=CC=C12,3,4,3,76.823166
CCCCC1CCCC2=CC=CC=C12,6,7,6,76.82892
CCCCC1CCCC2CCCCC12,13,4,13,81.94921
CCCCC1CCCC2CCCCC12,13,8,14,84.54893
CCCCC1CCCC2CCCCC12,3,4,3,84.71528
CCCCC1CCCCC(=O)O1,11,4,11,84.978806
CCCCC1CCCCC(=O)O1,7,8,7,85.687965
CCCCC1CCCCC(=O)O1,3,4,3,85.887566
CCCCC1CCCCC1,3,4,3,86.157036
CCCCC1CCCCC1,4,5,4,86.36062
CCCCC1CCCCC1,9,4,9,86.36062
CCCCC1CCCCC1,1,2,1,86.78645
CCCCC1CCCO1,8,4,8,83.8939
CCCCC1CCCO1,3,4,3,84.48983
CCCCC1CCCO1,7,8,7,85.03818
CCCCC=CC,2,3,2,73.97777
CCCCC=CC,3,15,14,83.75248
CCCCC=CC,3,14,13,83.75248
CCCCC=CC,6,20,19,86.628716
CCCCC=CC,6,18,17,86.628716
CCCCC=CC,6,19,18,86.628716
CCCCC=CCC,2,3,2,74.023285
CCCCC=CCC,6,7,6,75.326164
CCCCC=CCC,6,20,19,83.417145
CCCCC=CCC,6,19,18,83.417145
CCCCC=O,2,3,2,82.07354
CCCCC=O,3,4,3,84.24859
CCCCC=O,4,5,4,85.97693
CCCCCC,1,2,1,87.434654
CCCCCC,3,4,3,87.434654
CCCCCC,2,3,2,87.785866
CCCCCC,0,1,0,89.167366
CCCCCC,4,5,4,89.167366
CCCCCC#C,3,4,3,78.32676
CCCCCC#C,1,2,1,87.72236
CCCCCC#C,4,16,15,88.19912
CCCCCC#C,4,17,16,88.19912
CCCCCC(=O)C,3,4,3,83.06259
CCCCCC(=O)C,4,5,4,83.946526
CCCCCC(=O)C,5,7,6,85.39684
CCCCCC(=O)CC,3,4,3,83.19686
CCCCCC(=O)CC,5,7,6,83.8747
CCCCCC(=O)CC,4,5,4,84.49382
CCCCCC(=O)CCC,7,8,7,82.87234
CCCCCC(=O)CCC,3,4,3,83.156685
CCCCCC(=O)CCC,4,5,4,83.944336
CCCCCC(=O)CCCCC,3,4,3,83.156845
CCCCCC(=O)CCCCC,7,8,7,83.156845
CCCCCC(=O)CCCCC,4,5,4,84.176506
CCCCCC(=O)CCCCC,5,7,6,84.176506
CCCCCC(=O)CCCCC,5,6,5,85.72301
CCCCCC(=O)OCCC,3,4,3,85.14841
CCCCCC(=O)OCCC,1,2,1,87.676994
CCCCCC(=O)OCCC,2,3,2,88.23775
CCCCCC(=O)OCCCC,3,4,3,85.14841
CCCCCC(=O)OCCCC,1,2,1,87.676994
CCCCCC(=O)OCCCC,2,3,2,88.23775
CCCCCC(C)(C)C,4,5,4,83.874214
CCCCCC(C)(C)C,5,6,5,85.8611
CCCCCC(C)(C)C,5,7,6,85.8611
CCCCCC(C)(C)C,5,8,7,85.8611
CCCCCC(C)(C)C,2,3,2,86.678955
CCCCCC(C)C,4,5,4,85.57477
CCCCCC(C)C,2,3,2,87.03178
CCCCCC(C)C,5,6,5,87.31632
CCCCCC(C)C,5,7,6,87.31632
CCCCCC(C)O,4,5,4,84.91476
CCCCCC(C)O,5,6,5,86.56338
CCCCCC(C)O,2,3,2,87.22369
CCCCCC(CCC)O,4,5,4,84.98542
CCCCCC(CCC)O,5,6,5,85.02142
CCCCCC(CCC)O,2,3,2,86.98411
CCCCCC(O)CC,5,7,6,84.623604
CCCCCC(O)CC,4,5,4,85.05927
CCCCCC(O)CC,2,3,2,87.00298
CCCCCC/C(=C(\C)/CCC=C(C)C)/C,9,10,9,58.070778
CCCCCC/C(=C(\C)/CCC=C(C)C)/C,4,5,4,72.63226
CCCCCC/C(=C(\C)/CCC=C(C)C)/C,10,34,33,82.716255
CCCCCC/C(=C(\C)/CCC=C(C)C)/C,10,35,34,82.716255
CCCCCC/C=C(/CCC)\CCCCCCC,4,5,4,72.5387
CCCCCC/C=C(/CCC)\CCCCCCC,8,9,8,74.09851
CCCCCC/C=C(/CCC)\CCCCCCC,11,12,11,74.11713
CCCCCC/C=C\CCCCCCCCCC(=O)OC,8,9,8,73.99439
CCCCCC/C=C\CCCCCCCCCC(=O)OC,4,5,4,74.00358
CCCCCC/C=C\CCCCCCCCCC(=O)OC,5,32,31,83.819
CCCCCC/C=C\CCCCCCCCCC(=O)OC,8,36,35,83.819
CCCCCC/C=C\CCCCCCCCCC(=O)OC,8,37,36,83.819
CCCCCC/C=C\CCCCCCCCCC(=O)OC,5,33,32,83.819
CCCCCC12CC3CC(C1)CC(C3)C2,5,6,5,86.24049
CCCCCC12CC3CC(C1)CC(C3)C2,10,5,14,86.24049
CCCCCC12CC3CC(C1)CC(C3)C2,14,5,15,86.24049
CCCCCC12CC3CC(C1)CC(C3)C2,2,3,2,86.910225
CCCCCC12CC3CC(C1)CC(C3)C2,3,4,3,87.03071
CCCCCC1=CC=CC=C1,3,4,3,77.52581
CCCCCC1=CC=CC=C1,1,2,1,87.66602
CCCCCC1=CC=CC=C1,4,21,21,87.71882
CCCCCC1=CC=CC=C1,4,20,20,87.71882
CCCCCC1OC(C)C(C)O1,7,9,8,82.01872
CCCCCC1OC(C)C(C)O1,6,7,6,84.27628
CCCCCC1OC(C)C(C)O1,9,11,10,84.27629
CCCCCC=C,3,4,3,74.30843
CCCCCC=C,4,17,16,83.964096
CCCCCC=C,4,16,15,83.964096
CCCCCC=C,1,2,1,87.430824
CCCCCC=CC,3,4,3,73.88622
CCCCCC=CC,4,18,17,83.784485
CCCCCC=CC,4,17,16,83.784485
CCCCCC=CC,7,23,22,86.628716
CCCCCC=CC,7,21,20,86.628716
CCCCCC=CC,7,22,21,86.628716
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC,3,4,3,74.01417
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC,13,45,44,74.151634
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC,7,36,35,74.151634
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC,7,37,36,74.151634
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC,13,44,43,74.151634
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC,10,40,39,74.20374
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC,10,41,40,74.20374
CCCCCC=CCC=CCC=CCCCCC(=O)OC,3,4,3,74.01417
CCCCCC=CCC=CCC=CCCCCC(=O)OC,10,39,38,74.151634
CCCCCC=CCC=CCC=CCCCCC(=O)OC,7,34,33,74.151634
CCCCCC=CCC=CCC=CCCCCC(=O)OC,7,35,34,74.151634
CCCCCC=CCC=CCC=CCCCCC(=O)OC,10,38,37,74.151634
CCCCCC=CCC=CCC=CCCCCC(=O)OC,13,14,13,74.50353
CCCCCC=CCC=CCCCCCCCC(=O)O,3,4,3,74.01417
CCCCCC=CCC=CCCCCCCCC(=O)O,10,11,10,74.04171
CCCCCC=CCC=CCCCCCCCC(=O)O,7,33,32,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)O,7,34,33,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)OC,3,4,3,74.01417
CCCCCC=CCC=CCCCCCCCC(=O)OC,10,11,10,74.04171
CCCCCC=CCC=CCCCCCCCC(=O)OC,7,34,33,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)OC,7,35,34,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)OCC,3,4,3,74.01417
CCCCCC=CCC=CCCCCCCCC(=O)OCC,10,11,10,74.04171
CCCCCC=CCC=CCCCCCCCC(=O)OCC,7,35,34,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)OCC,7,36,35,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)OCCC,3,4,3,74.01417
CCCCCC=CCC=CCCCCCCCC(=O)OCCC,10,11,10,74.04171
CCCCCC=CCC=CCCCCCCCC(=O)OCCC,7,36,35,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)OCCC,7,37,36,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)OCCCC,3,4,3,74.01417
CCCCCC=CCC=CCCCCCCCC(=O)OCCCC,10,11,10,74.04171
CCCCCC=CCC=CCCCCCCCC(=O)OCCCC,7,37,36,74.099556
CCCCCC=CCC=CCCCCCCCC(=O)OCCCC,7,38,37,74.099556
CCCCCC=CCC=CCCCCCCCCO,3,4,3,74.01417
CCCCCC=CCC=CCCCCCCCCO,10,11,10,74.04171
CCCCCC=CCC=CCCCCCCCCO,7,33,32,74.099556
CCCCCC=CCC=CCCCCCCCCO,7,32,31,74.099556
CCCCCC=O,3,4,3,82.08414
CCCCCC=O,4,5,4,84.262314
CCCCCC=O,5,6,5,85.96245
CCCCCCC,1,2,1,87.469315
CCCCCCC,4,5,4,87.469315
CCCCCCC,2,3,2,87.71748
CCCCCCC,3,4,3,87.71748
CCCCCCC,0,1,0,89.16481
CCCCCCC,5,6,5,89.16481
CCCCCCC(=C(C)CCC=C(C)C)C,9,10,9,58.070778
CCCCCCC(=C(C)CCC=C(C)C)C,4,5,4,72.63226
CCCCCCC(=C(C)CCC=C(C)C)C,10,34,33,82.716255
CCCCCCC(=C(C)CCC=C(C)C)C,10,35,34,82.716255
CCCCCCC(=O)C,4,5,4,83.05939
CCCCCCC(=O)C,5,6,5,83.92757
CCCCCCC(=O)C,6,8,7,85.39684
CCCCCCC(=O)CC,4,5,4,83.23475
CCCCCCC(=O)CC,6,8,7,83.8747
CCCCCCC(=O)CC,5,6,5,84.495
CCCCCCC(=O)OC,4,5,4,85.21804
CCCCCCC(=O)OC,1,2,1,87.26162
CCCCCCC(=O)OC,2,3,2,88.06076
CCCCCCC(C)(C)C,5,6,5,83.85027
CCCCCCC(C)(C)C,6,9,8,85.8611
CCCCCCC(C)(C)C,6,7,6,85.8611
CCCCCCC(C)(C)C,6,8,7,85.8611
CCCCCCC(C)(C)C,3,4,3,86.54598
CCCCCCC(C)C,5,6,5,85.5626
CCCCCCC(C)C,3,4,3,86.91273
CCCCCCC(C)C,6,7,6,87.31632
CCCCCCC(C)C,6,8,7,87.31632
CCCCCCC(C)C(C)CCCCCC,6,8,7,82.0021
CCCCCCC(C)C(C)CCCCCC,5,6,5,84.15308
CCCCCCC(C)C(C)CCCCCC,8,10,9,84.15308
CCCCCCC(C)C(C)CCCCCC,6,7,6,85.65553
CCCCCCC(C)C(C)CCCCCC,8,9,8,85.65553
CCCCCCC(C)C=CC(C)CCCCCC,5,6,5,73.168434
CCCCCCC(C)C=CC(C)CCCCCC,10,12,11,73.168434
CCCCCCC(C)C=CC(C)CCCCCC,6,7,6,74.747086
CCCCCCC(C)C=CC(C)CCCCCC,10,11,10,74.747086
CCCCCCC(C)C=CC(C)CCCCCC,6,31,30,82.59349
CCCCCCC(C)CCC(C)C,6,8,7,84.34025
CCCCCCC(C)CCC(C)C,9,10,9,84.72356
CCCCCCC(C)CCC(C)C,5,6,5,84.92806
CCCCCCC(C)CCCC,5,6,5,84.95617
CCCCCCC(C)CCCC,6,8,7,84.96899
CCCCCCC(C)CCCC,6,7,6,86.46027
CCCCCCC(C)c1ccccc1,5,6,5,75.68571
CCCCCCC(C)c1ccccc1,6,7,6,77.4181
CCCCCCC(C)c1ccccc1,6,27,27,86.408
CCCCCCC(CC)(CC)c1ccc2ccccc2c1,6,7,6,73.48393
CCCCCCC(CC)(CC)c1ccc2ccccc2c1,6,9,8,73.48393
CCCCCCC(CC)(CC)c1ccc2ccccc2c1,5,6,5,74.780624
CCCCCCC(CC)(CC)c1ccc2ccccc2c1,3,4,3,86.23818
CCCCCCC(CC)C(CC)CCCCCC,6,9,8,80.58966
CCCCCCC(CC)C(CC)CCCCCC,6,7,6,82.04058
CCCCCCC(CC)C(CC)CCCCCC,9,10,9,82.04058
CCCCCCC(CC)C(CC)CCCCCC,5,6,5,82.24271
CCCCCCC(CC)C(CC)CCCCCC,9,12,11,82.24271
CCCCCCC(CC=CCCCCCCCC(=O)OC)O,6,7,6,72.72356
CCCCCCC(CC=CCCCCCCCC(=O)OC)O,10,11,10,73.98191
CCCCCCC(CC=CCCCCCCCC(=O)OC)O,10,40,39,83.77331
CCCCCCC(CC=CCCCCCCCC(=O)OC)O,10,41,40,83.77331
CCCCCCC(CCC)CCC,5,6,5,84.54447
CCCCCCC(CCC)CCC,6,7,6,84.70044
CCCCCCC(CCC)CCC,6,10,9,84.70044
CCCCCCC(CCC)CCC,7,8,7,86.04084
CCCCCCC(CCC)CCC,10,11,10,86.04084
CCCCCCC(CCCC)CCCCCC,5,6,5,84.66893
CCCCCCC(CCCC)CCCCCC,6,11,10,84.66893
CCCCCCC(CCCC)CCCCCC,6,7,6,84.67094
CCCCCCC(CCCC)CCCCCC,4,5,4,86.399895
CCCCCCC(CCCC)CCCCCC,11,12,11,86.399895
CCCCCCC(CCCCCC)c1ccccc1,5,6,5,76.33427
CCCCCCC(CCCCCC)c1ccccc1,6,7,6,76.33427
CCCCCCC(CCCCCC)c1ccccc1,3,4,3,87.42285
CCCCCCC(CCCCCC)c1ccccc1,8,9,8,87.42285
CCCCCCC(CCCCCC)c1ccccc1,1,2,1,87.45962
CCCCCCC(CCCCCC)c1ccccc1,10,11,10,87.45962
CCCCCCC/C(=C/CCC)/CCCC,9,10,9,72.16282
CCCCCCC/C(=C/CCC)/CCCC,5,6,5,74.13137
CCCCCCC/C(=C/CCC)/CCCC,12,13,12,74.28237
CCCCCCC/C=C(\C)/CCCCCCCC,5,6,5,72.40527
CCCCCCC/C=C(\C)/CCCCCCCC,10,11,10,74.39541
CCCCCCC/C=C(\C)/CCCCCCCC,6,32,31,82.48255
CCCCCCC/C=C(\C)/CCCCCCCC,6,31,30,82.48255
CCCCCCC1=CC=CC=C1,4,5,4,77.54734
CCCCCCC1=CC=CC=C1,1,2,1,87.41672
CCCCCCC1=CC=CC=C1,5,24,24,87.70128
CCCCCCC1=CC=CC=C1,5,23,23,87.70128
CCCCCCC1CCCC(=O)O1,12,6,12,85.00015
CCCCCCC1CCCC(=O)O1,5,6,5,85.819374
CCCCCCC1CCCC(=O)O1,8,9,8,86.06338
CCCCCCC1CCCCC1,5,6,5,86.12007
CCCCCCC1CCCCC1,6,7,6,86.34862
CCCCCCC1CCCCC1,11,6,11,86.34862
CCCCCCC1CCCCC1,3,4,3,86.98603
CCCCCCC=C,4,5,4,74.32546
CCCCCCC=C,5,20,19,83.947174
CCCCCCC=C,5,19,18,83.947174
CCCCCCC=C,1,2,1,87.455894
CCCCCCC=CCCCCCCCC(=O)OC,8,9,8,73.99439
CCCCCCC=CCCCCCCCC(=O)OC,4,5,4,74.00358
CCCCCCC=CCCCCCCCC(=O)OC,5,31,30,83.819
CCCCCCC=CCCCCCCCC(=O)OC,8,34,33,83.819
CCCCCCC=CCCCCCCCC(=O)OC,8,35,34,83.819
CCCCCCC=CCCCCCCCC(=O)OC,5,30,29,83.819
CCCCCCC=CCCCCCCCCO,8,9,8,73.99439
CCCCCCC=CCCCCCCCCO,4,5,4,74.00358
CCCCCCC=CCCCCCCCCO,8,32,31,83.819
CCCCCCC=CCCCCCCCCO,5,28,27,83.819
CCCCCCC=CCCCCCCCCO,8,33,32,83.819
CCCCCCC=CCCCCCCCCO,5,29,28,83.819
CCCCCCCC,1,2,1,87.4631
CCCCCCCC,5,6,5,87.4631
CCCCCCCC,3,4,3,87.614494
CCCCCCCC,2,3,2,87.73539
CCCCCCCC,4,5,4,87.73539
CCCCCCCC(=O)C,5,6,5,82.99256
CCCCCCCC(=O)C,6,7,6,83.92757
CCCCCCCC(=O)C,7,9,8,85.39684
CCCCCCCC(=O)OC,5,6,5,85.14982
CCCCCCCC(=O)OC,1,2,1,87.4631
CCCCCCCC(=O)OC,2,3,2,87.48693
CCCCCCCC(=O)OCC,5,6,5,85.12468
CCCCCCCC(=O)OCC,1,2,1,87.4631
CCCCCCCC(=O)OCC,2,3,2,87.48693
CCCCCCCC(=O)OCCC,5,6,5,85.12368
CCCCCCCC(=O)OCCC,1,2,1,87.4631
CCCCCCCC(=O)OCCC,2,3,2,87.48693
CCCCCCCC(=O)OCCCC,5,6,5,85.12368
CCCCCCCC(=O)OCCCC,1,2,1,87.4631
CCCCCCCC(=O)OCCCC,2,3,2,87.48693
CCCCCCCC(C)O,6,7,6,84.936165
CCCCCCCC(C)O,7,8,7,86.56338
CCCCCCCC(C)O,4,5,4,87.15104
CCCCCCCC(CC(C)C)(CC(C)C)c1ccccc1,6,7,6,73.78008
CCCCCCCC(CC(C)C)(CC(C)C)c1ccccc1,7,8,7,74.0434
CCCCCCCC(CC(C)C)(CC(C)C)c1ccccc1,7,12,11,74.0434
CCCCCCCC(CC(C)C)(CC(C)C)c1ccccc1,8,9,8,84.5471
CCCCCCCC(CC(C)C)(CC(C)C)c1ccccc1,12,13,12,84.5471
CCCCCCCC(CC)CC,7,8,7,84.59074
CCCCCCCC(CC)CC,7,10,9,84.59074
CCCCCCCC(CC)CC,6,7,6,84.824066
CCCCCCCC(CC)CC,5,6,5,86.39973
CCCCCCCC(CCC)=CCCCCCC,12,13,12,72.5387
CCCCCCCC(CCC)=CCCCCCC,8,9,8,74.09851
CCCCCCCC(CCC)=CCCCCCC,5,6,5,74.11713
CCCCCCCC(CCC)CCCCCCC,6,7,6,84.57737
CCCCCCCC(CCC)CCCCCCC,7,11,10,84.57737
CCCCCCCC(CCC)CCCCCCC,7,8,7,84.73858
CCCCCCCC(CCC)CCCCCCC,8,9,8,86.136856
CCCCCCCC(CCCC)CCCC,6,7,6,84.72005
CCCCCCCC(CCCC)CCCC,7,8,7,84.72207
CCCCCCCC(CCCC)CCCC,7,12,11,84.72207
CCCCCCCC(CCCC)CCCC,5,6,5,86.39375
CCCCCCCC/C=C/CCCCCCCC(=O)OC,10,11,10,73.99439
CCCCCCCC/C=C/CCCCCCCC(=O)OC,6,7,6,73.99439
CCCCCCCC/C=C/CCCCCCCC(=O)OC,10,40,39,83.819
CCCCCCCC/C=C/CCCCCCCC(=O)OC,7,37,36,83.819
CCCCCCCC/C=C/CCCCCCCC(=O)OC,7,36,35,83.819
CCCCCCCC/C=C/CCCCCCCC(=O)OC,10,41,40,83.819
CCCCCCCC/C=C/CCCCCCCC(=O)OC,15,16,15,85.14982
CCCCCCCC/C=C\CCCCCCC(CC)C(=O)[O-],10,11,10,73.99439
CCCCCCCC/C=C\CCCCCCC(CC)C(=O)[O-],6,7,6,73.99439
CCCCCCCC/C=C\CCCCCCC(CC)C(=O)[O-],16,19,18,82.84127
CCCCCCCC/C=C\CCCCCCC(CC)C(=O)[O-],19,20,19,83.3025
CCCCCCCC/C=C\CCCCCCCC(=O)O,6,7,6,73.99439
CCCCCCCC/C=C\CCCCCCCC(=O)O,10,11,10,73.99439
CCCCCCCC/C=C\CCCCCCCC(=O)O,7,35,34,83.819
CCCCCCCC/C=C\CCCCCCCC(=O)O,7,36,35,83.819
CCCCCCCC/C=C\CCCCCCCC(=O)O,10,39,38,83.819
